Date,Mean SST,Climatology,Anomaly
1991-01-15,11.8195862,12.45607659,-0.636490383
1991-02-15,11.9473172,12.44939824,-0.502081048
1991-03-15,11.84746408,12.43024917,-0.582785087
1991-04-15,11.44309785,12.17590626,-0.732808415
1991-05-15,10.83407795,12.36499362,-1.53091567
1991-06-15,11.82125187,13.04265654,-1.221404668
1991-07-15,13.57519473,14.08268032,-0.50748559
1991-08-15,14.93731631,14.91550675,0.021809555
1991-09-15,15.06850969,15.16699935,-0.098489659
1991-10-15,14.68608867,14.75014485,-0.064056173
1991-11-15,12.71279148,13.82579697,-1.113005495
1991-12-15,12.11082756,12.9103259,-0.799498347
1992-01-15,12.49675809,12.45607659,0.040681508
1992-02-15,13.47530138,12.44939824,1.025903131
1992-03-14,14.03435142,12.43024917,1.604102251
1992-04-14,14.1792531,12.17590626,2.003346839
1992-05-14,14.16381854,12.36499362,1.798824928
1992-06-14,14.35026594,13.04265654,1.307609406
1992-07-14,15.82958709,14.08268032,1.746906777
1992-08-14,14.60709322,14.91550675,-0.308413529
1992-09-14,15.04099681,15.16699935,-0.126002539
1992-10-14,15.66290041,14.75014485,0.912755566
1992-11-14,14.76585561,13.82579697,0.940058632
1992-12-14,13.50026886,12.9103259,0.589942959
1993-01-15,12.55318502,12.45607659,0.097108436
1993-02-15,12.87366394,12.44939824,0.424265694
1993-03-15,13.26257739,12.43024917,0.832328216
1993-04-15,12.93526569,12.17590626,0.759359425
1993-05-15,13.18303563,12.36499362,0.818042015
1993-06-15,13.90697057,13.04265654,0.864314038
1993-07-15,14.18318488,14.08268032,0.100504565
1993-08-15,15.26056719,14.91550675,0.345060435
1993-09-15,15.07033055,15.16699935,-0.096668801
1993-10-15,15.26061744,14.75014485,0.510472594
1993-11-15,14.74574093,13.82579697,0.919943953
1993-12-15,13.22943797,12.9103259,0.319112071
1994-01-15,12.96621249,12.45607659,0.510135906
1994-02-15,12.69389743,12.44939824,0.244499186
1994-03-15,13.08148556,12.43024917,0.651236394
1994-04-15,12.53213695,12.17590626,0.356230691
1994-05-15,12.44720411,12.36499362,0.082210498
1994-06-15,12.19245775,13.04265654,-0.850198788
1994-07-15,13.12526872,14.08268032,-0.957411599
1994-08-15,14.2289052,14.91550675,-0.686601552
1994-09-15,15.30875294,15.16699935,0.141753593
1994-10-15,14.97311064,14.75014485,0.222965794
1994-11-15,12.69957315,13.82579697,-1.126223824
1994-12-15,12.30920161,12.9103259,-0.601124296
1995-01-15,12.48582737,12.45607659,0.029750786
1995-02-15,12.89845709,12.44939824,0.449058842
1995-03-15,13.46469828,12.43024917,1.034449107
1995-04-15,12.26415135,12.17590626,0.08824509
1995-05-15,12.24399152,12.36499362,-0.121002093
1995-06-15,12.03798268,13.04265654,-1.004673853
1995-07-15,14.75482357,14.08268032,0.672143259
1995-08-15,14.2806665,14.91550675,-0.634840255
1995-09-15,14.38589434,15.16699935,-0.781105012
1995-10-15,14.36518291,14.75014485,-0.384961932
1995-11-15,13.31064995,13.82579697,-0.515147029
1995-12-15,13.37709306,12.9103259,0.466767155
1996-01-15,13.00948822,12.45607659,0.553411629
1996-02-15,13.24309962,12.44939824,0.793701372
1996-03-14,13.1407163,12.43024917,0.710467125
1996-04-14,12.82540633,12.17590626,0.649500068
1996-05-14,12.32749004,12.36499362,-0.037503579
1996-06-14,11.92714878,13.04265654,-1.115507755
1996-07-14,13.48820958,14.08268032,-0.594470738
1996-08-14,13.88057962,14.91550675,-1.034927134
1996-09-14,14.27290667,15.16699935,-0.894092677
1996-10-14,13.76358186,14.75014485,-0.986562982
1996-11-14,12.82698371,13.82579697,-0.998813265
1996-12-14,12.65057887,12.9103259,-0.259747038
1997-01-15,12.69625044,12.45607659,0.240173852
1997-02-15,12.42700192,12.44939824,-0.022396328
1997-03-15,11.37263911,12.43024917,-1.057610066
1997-04-15,11.76399572,12.17590626,-0.411910542
1997-05-15,13.71500848,12.36499362,1.350014864
1997-06-15,13.61615027,13.04265654,0.573493732
1997-07-15,14.35338372,14.08268032,0.270703409
1997-08-15,16.43419002,14.91550675,1.518683264
1997-09-15,17.44090645,15.16699935,2.273907104
1997-10-15,16.19709327,14.75014485,1.446948421
1997-11-15,16.48602247,13.82579697,2.660225498
1997-12-15,15.41004603,12.9103259,2.499720124
1998-01-15,14.87128643,12.45607659,2.415209843
1998-02-15,14.03025811,12.44939824,1.580859861
1998-03-15,13.20065396,12.43024917,0.770404785
1998-04-15,12.76020149,12.17590626,0.584295228
1998-05-15,13.35907863,12.36499362,0.994085012
1998-06-15,14.60875361,13.04265654,1.566097071
1998-07-15,14.00132451,14.08268032,-0.081355809
1998-08-15,15.03215628,14.91550675,0.116649531
1998-09-15,15.63041991,15.16699935,0.463420567
1998-10-15,14.46845829,14.75014485,-0.28168656
1998-11-15,13.47409887,13.82579697,-0.351698108
1998-12-15,11.64918863,12.9103259,-1.261137275
1999-01-15,11.21989643,12.45607659,-1.23618016
1999-02-15,11.2488688,12.44939824,-1.200529449
1999-03-15,11.17325863,12.43024917,-1.256990537
1999-04-15,10.81477814,12.17590626,-1.361128118
1999-05-15,10.63689412,12.36499362,-1.728099499
1999-06-15,11.87023959,13.04265654,-1.172416949
1999-07-15,13.38174453,14.08268032,-0.700935784
1999-08-15,14.45039353,14.91550675,-0.465113223
1999-09-15,14.52853482,15.16699935,-0.638464532
1999-10-15,14.6384332,14.75014485,-0.111711646
1999-11-15,13.2531892,13.82579697,-0.572607777
1999-12-15,11.67155908,12.9103259,-1.238766826
2000-01-15,11.46116238,12.45607659,-0.994914203
2000-02-15,12.25109654,12.44939824,-0.198301702
2000-03-14,11.77968575,12.43024917,-0.650563417
2000-04-14,12.28793174,12.17590626,0.112025473
2000-05-14,12.84320989,12.36499362,0.478216275
2000-06-14,13.06400915,13.04265654,0.021352616
2000-07-14,13.56428994,14.08268032,-0.518390379
2000-08-14,13.29911558,14.91550675,-1.616391168
2000-09-14,15.19894589,15.16699935,0.031946542
2000-10-14,14.14467445,14.75014485,-0.605470397
2000-11-14,12.19843201,13.82579697,-1.627364969
2000-12-14,12.61971067,12.9103259,-0.290615238
2001-01-15,11.86755169,12.45607659,-0.588524893
2001-02-15,11.56873178,12.44939824,-0.88066646
2001-03-15,12.05152236,12.43024917,-0.378726806
2001-04-15,11.35957296,12.17590626,-0.816333302
2001-05-15,12.40137328,12.36499362,0.036379661
2001-06-15,12.94411146,13.04265654,-0.09854508
2001-07-15,14.08201918,14.08268032,-0.000661133
2001-08-15,13.9762994,14.91550675,-0.939207357
2001-09-15,14.00156043,15.16699935,-1.165438916
2001-10-15,13.84251529,14.75014485,-0.90762956
2001-11-15,13.39257332,13.82579697,-0.433223654
2001-12-15,12.1301081,12.9103259,-0.780217804
2002-01-15,11.46746478,12.45607659,-0.988611809
2002-02-15,11.24992719,12.44939824,-1.199471054
2002-03-15,11.48653419,12.43024917,-0.943714979
2002-04-15,11.91108535,12.17590626,-0.264820914
2002-05-15,11.47045506,12.36499362,-0.894538555
2002-06-15,12.18384226,13.04265654,-0.858814281
2002-07-15,13.44947562,14.08268032,-0.633204697
2002-08-15,14.14392922,14.91550675,-0.771577528
2002-09-15,14.42400921,15.16699935,-0.742990134
2002-10-15,14.00972399,14.75014485,-0.740420852
2002-11-15,13.43643284,13.82579697,-0.389364136
2002-12-15,13.47787487,12.9103259,0.567548962
2003-01-15,13.36551751,12.45607659,0.90944092
2003-02-15,13.20476338,12.44939824,0.755365131
2003-03-15,12.97922754,12.43024917,0.548978371
2003-04-15,12.26257273,12.17590626,0.086666466
2003-05-15,12.14339605,12.36499362,-0.221597568
2003-06-15,13.25322679,13.04265654,0.210570257
2003-07-15,13.5394132,14.08268032,-0.54326712
2003-08-15,16.0841527,14.91550675,1.168645946
2003-09-15,15.66749679,15.16699935,0.500497444
2003-10-15,13.51956283,14.75014485,-1.230582014
2003-11-15,14.08765048,13.82579697,0.261853508
2003-12-15,13.0646125,12.9103259,0.154286595
2004-01-15,12.35390443,12.45607659,-0.102172156
2004-02-15,11.58829806,12.44939824,-0.861100181
2004-03-14,12.01837078,12.43024917,-0.411878396
2004-04-14,11.69866254,12.17590626,-0.477243725
2004-05-14,12.48282458,12.36499362,0.117830967
2004-06-14,12.38764895,13.04265654,-0.655007588
2004-07-14,13.73569107,14.08268032,-0.346989245
2004-08-14,14.57015815,14.91550675,-0.345348601
2004-09-14,14.68836931,15.16699935,-0.478630037
2004-10-14,14.27699441,14.75014485,-0.473150434
2004-11-14,14.02963756,13.82579697,0.203840583
2004-12-14,12.76548004,12.9103259,-0.144845862
2005-01-15,13.29307358,12.45607659,0.836996994
2005-02-15,13.23141149,12.44939824,0.782013249
2005-03-15,13.8471307,12.43024917,1.416881531
2005-04-15,12.4026625,12.17590626,0.226756234
2005-05-15,14.30098944,12.36499362,1.935995829
2005-06-15,12.6249313,13.04265654,-0.417725238
2005-07-15,13.52189523,14.08268032,-0.56078509
2005-08-15,14.39124969,14.91550675,-0.524257059
2005-09-15,14.44365105,15.16699935,-0.723348295
2005-10-15,13.43426466,14.75014485,-1.315880185
2005-11-15,13.50075344,13.82579697,-0.325043535
2005-12-15,12.71376786,12.9103259,-0.196558045
2006-01-15,12.68016958,12.45607659,0.224092996
2006-02-15,12.19469353,12.44939824,-0.254704716
2006-03-15,11.90652169,12.43024917,-0.523727484
2006-04-15,12.4879055,12.17590626,0.311999239
2006-05-15,12.82028169,12.36499362,0.455288074
2006-06-15,13.21618872,13.04265654,0.173532187
2006-07-15,13.94334654,14.08268032,-0.139333778
2006-08-15,15.49132417,14.91550675,0.575817415
2006-09-15,14.12575296,15.16699935,-1.041246385
2006-10-15,15.16787514,14.75014485,0.417730298
2006-11-15,14.11907372,13.82579697,0.293276747
2006-12-15,12.64868069,12.9103259,-0.261645216
2007-01-15,11.28565286,12.45607659,-1.170423729
2007-02-15,11.89323759,12.44939824,-0.556160654
2007-03-15,11.66933815,12.43024917,-0.760911018
2007-04-15,11.2467523,12.17590626,-0.929153964
2007-05-15,11.82735315,12.36499362,-0.537640468
2007-06-15,12.63806086,13.04265654,-0.404595674
2007-07-15,14.29360643,14.08268032,0.210926112
2007-08-15,14.80330984,14.91550675,-0.112196909
2007-09-15,15.39281717,15.16699935,0.22581782
2007-10-15,14.2083964,14.75014485,-0.541748447
2007-11-15,13.99602233,13.82579697,0.17022536
2007-12-15,11.55293604,12.9103259,-1.357389863
2008-01-15,11.20518222,12.45607659,-1.250894364
2008-02-15,11.18709117,12.44939824,-1.262307077
2008-03-14,11.16598779,12.43024917,-1.264261386
2008-04-14,10.78750849,12.17590626,-1.388397775
2008-05-14,11.48556676,12.36499362,-0.879426852
2008-06-14,12.11679077,13.04265654,-0.925865765
2008-07-14,14.19634944,14.08268032,0.113669122
2008-08-14,14.44565439,14.91550675,-0.469852361
2008-09-14,15.5348433,15.16699935,0.367843951
2008-10-14,14.41466181,14.75014485,-0.335483034
2008-11-14,13.58552273,13.82579697,-0.240274249
2008-12-14,12.28129933,12.9103259,-0.629026569
2009-01-15,11.63530592,12.45607659,-0.820770668
2009-02-15,11.68943266,12.44939824,-0.759965587
2009-03-15,11.59019441,12.43024917,-0.840054763
2009-04-15,10.8297775,12.17590626,-1.346128765
2009-05-15,11.65849477,12.36499362,-0.706498849
2009-06-15,14.26761205,13.04265654,1.224955517
2009-07-15,13.90433891,14.08268032,-0.178341405
2009-08-15,14.6782717,14.91550675,-0.237235056
2009-09-15,14.45438154,15.16699935,-0.712617808
2009-10-15,13.66000909,14.75014485,-1.090135755
2009-11-15,12.5874326,13.82579697,-1.23836437
2009-12-15,12.14184453,12.9103259,-0.768481374
2010-01-15,12.63495874,12.45607659,0.178882158
2010-02-15,12.87711184,12.44939824,0.427713594
2010-03-15,12.449128,12.43024917,0.018878833
2010-04-15,12.26663751,12.17590626,0.090731246
2010-05-15,11.42907744,12.36499362,-0.935916173
2010-06-15,12.00413682,13.04265654,-1.038519718
2010-07-15,13.9195864,14.08268032,-0.163093914
2010-08-15,14.21345835,14.91550675,-0.702048398
2010-09-15,14.28354799,15.16699935,-0.883451359
2010-10-15,14.20317309,14.75014485,-0.546971758
2010-11-15,13.38862478,13.82579697,-0.437172196
2010-12-15,12.38235342,12.9103259,-0.527972488
2011-01-15,11.87668302,12.45607659,-0.579393571
2011-02-15,11.8436912,12.44939824,-0.605707042
2011-03-15,11.8962618,12.43024917,-0.533987369
2011-04-15,11.93626547,12.17590626,-0.239640794
2011-05-15,11.85452425,12.36499362,-0.510469369
2011-06-15,12.81035533,13.04265654,-0.232301204
2011-07-15,13.72487219,14.08268032,-0.35780813
2011-08-15,14.26309923,14.91550675,-0.652407523
2011-09-15,14.50830427,15.16699935,-0.658695082
2011-10-15,15.02138648,14.75014485,0.271241631
2011-11-15,13.04317595,13.82579697,-0.78262102
2011-12-15,12.53995914,12.9103259,-0.370366766
2012-01-15,12.1660128,12.45607659,-0.290063786
2012-02-15,11.7095049,12.44939824,-0.739893347
2012-03-14,10.95261387,12.43024917,-1.477635304
2012-04-14,11.73321386,12.17590626,-0.442692398
2012-05-14,11.61153441,12.36499362,-0.753459203
2012-06-14,12.41863709,13.04265654,-0.624019444
2012-07-14,13.5801575,14.08268032,-0.502522815
2012-08-14,14.02518276,14.91550675,-0.890323992
2012-09-14,14.13861234,15.16699935,-1.028387004
2012-10-14,15.17621275,14.75014485,0.426067906
2012-11-14,14.49965059,13.82579697,0.673853614
2012-12-14,13.37689451,12.9103259,0.466568607
2013-01-15,11.84641031,12.45607659,-0.609666275
2013-02-15,11.39804426,12.44939824,-1.051353988
2013-03-15,11.04391623,12.43024917,-1.386332946
2013-04-15,11.33979064,12.17590626,-0.836115625
2013-05-15,11.95583963,12.36499362,-0.409153981
2013-06-15,12.87788028,13.04265654,-0.164776257
2013-07-15,14.20302384,14.08268032,0.120343522
2013-08-15,14.66004669,14.91550675,-0.255460065
2013-09-15,14.79486891,15.16699935,-0.372130438
2013-10-15,13.08657243,14.75014485,-1.663572418
2013-11-15,12.69822711,13.82579697,-1.127569862
2013-12-15,12.18458656,12.9103259,-0.725739342
2014-01-15,12.69780012,12.45607659,0.241723536
2014-02-15,12.61739988,12.44939824,0.168001631
2014-03-15,13.24044345,12.43024917,0.810194278
2014-04-15,13.02294599,12.17590626,0.847039728
2014-05-15,12.80750267,12.36499362,0.442509058
2014-06-15,13.31167669,13.04265654,0.269020149
2014-07-15,15.61333356,14.08268032,1.53065324
2014-08-15,16.96829656,14.91550675,2.052789812
2014-09-15,17.37588149,15.16699935,2.208882141
2014-10-15,16.93387956,14.75014485,2.183734714
2014-11-15,15.70232986,13.82579697,1.876532882
2014-12-15,15.71856961,12.9103259,2.808243705
2015-01-15,14.22755201,12.45607659,1.771475424
2015-02-15,14.44259266,12.44939824,1.993194413
2015-03-15,14.05221781,12.43024917,1.621968642
2015-04-15,12.32417572,12.17590626,0.148269462
2015-05-15,12.45920189,12.36499362,0.094208271
2015-06-15,14.10538156,13.04265654,1.062725025
2015-07-15,16.62600132,14.08268032,2.543321006
2015-08-15,17.929921,14.91550675,3.014414251
2015-09-15,16.92307395,15.16699935,1.756074605
2015-10-15,17.38892819,14.75014485,2.638783348
2015-11-15,14.55544534,13.82579697,0.729648367
2015-12-15,14.15673377,12.9103259,1.246407866
2016-01-15,13.10046849,12.45607659,0.644391902
2016-02-15,13.31953199,12.44939824,0.870133746
2016-03-14,13.58503382,12.43024917,1.154784649
2016-04-14,13.1161101,12.17590626,0.940203842
2016-05-14,13.30712425,12.36499362,0.942130633
2016-06-14,13.62304805,13.04265654,0.580391512
2016-07-14,13.54136115,14.08268032,-0.541319167
2016-08-14,15.04230437,14.91550675,0.126797616
2016-09-14,15.03294585,15.16699935,-0.134053494
2016-10-14,14.86554205,14.75014485,0.1153972
2016-11-14,15.10334279,13.82579697,1.277545816
2016-12-14,12.75655948,12.9103259,-0.153766421
2017-01-15,12.21052955,12.45607659,-0.245547039
2017-02-15,12.83299043,12.44939824,0.383592182
2017-03-15,13.0686684,12.43024917,0.638419231
2017-04-15,12.76604751,12.17590626,0.590141252
2017-05-15,12.27456126,12.36499362,-0.090432357
2017-06-15,13.37557264,13.04265654,0.332916108
